member,standalone_auc,loo_delta,lr_coef
oof_cat_ctr4,0.9415541777585797,6.423240979103184e-06,-0.003637109733563327
oof_cat_fe2,0.9418642250130642,3.669804319383907e-05,0.7155435076150204
oof_catnb_binned,0.9301135634175055,-3.141516665161603e-05,0.42784733138216646
oof_cte,0.9415426791161671,4.7641616185423175e-06,-0.15249256180142884
oof_joint_orig,0.9416973257846527,-1.7140378039126603e-06,0.08780787211598322
oof_lr,0.939401359791011,1.8603363441282994e-05,-0.31683449224499777
oof_lrA,0.9394029084492065,1.0791002019727713e-05,0.0689942829017099
oof_mono,0.9403499632393195,-3.612416035414512e-06,-0.036352855608417105
oof_nn,0.9385571889069266,1.5798457937421517e-06,-0.18002897796978534
